Unnamed: 0,TotalT,Temp,LSR,CA,Size,IsoT,HeatT,Ramp,F_X,Ro,logRo,P,logP,H,logH,Source,Acetyl,acetic,fenton,formic,malic,none,oxalic,phosphoric,sulfuric,acacia,aspen,basswood,beech,birch,carob,eucalyptus,maple,meranti,mixed,oak,olive,paulownia,poplar,vine,willow,Yield
76,73.36402266,448.15,20,0.101958625,0.5,28.36402266,45,3.333333333,16.99431818,4581.892023,8.429867297,412.9443976,6.023312953,656.7949454,6.487371862,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.88522452
126,102.4596182,448.15,20,0.101958625,0.5,57.45961821,45,3.333333333,18.74431818,9281.961498,9.135828172,836.5395738,6.729273828,1330.530132,7.193332737,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30.76447131
144,99.42211706,448.15,20,0.101958625,0.5,54.42211706,45,3.333333333,16.59090909,8791.287011,9.081516398,792.3173879,6.674962054,1260.194008,7.139020963,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.83742386
162,68.61799823,448.15,20,0.101958625,0.5,23.61799823,45,3.333333333,16.59090909,3815.224623,8.246754821,343.8482675,5.840200477,546.8963991,6.304259386,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.96203075
163,68.64661261,448.15,20,0.101958625,0.5,23.64661261,45,3.333333333,20.10227273,3819.846958,8.247965638,344.2648569,5.841411294,547.5589914,6.305470203,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39.9366237
165,58.49150142,448.15,20,0.101958625,0.5,13.49150142,45,3.333333333,16.99431818,2179.401823,7.686805725,196.4192453,5.280251382,312.4080826,5.74431029,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125262167
183,106.7767988,448.15,20,0.101958625,0.5,61.77679883,45,3.333333333,18.74431818,9979.353954,9.208273633,899.3922788,6.801719289,1430.498406,7.265778198,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.13807318
187,51.65158607,448.15,20,0.101958625,0.5,6.651586074,45,3.333333333,20.10227273,1074.489664,6.979601096,96.83870435,4.573046753,154.0235729,5.037105662,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.401285042
226,110.4772394,448.15,20,0.101958625,0.5,65.47723935,45,3.333333333,18.74431818,10577.11892,9.266448354,953.266026,6.859894011,1516.185499,7.323952919,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.38223565
294,83.41399928,448.15,20,0.101958625,0.5,38.41399928,45,3.333333333,16.59090909,6205.353837,8.733167721,559.2593823,6.326613377,889.5113666,6.790672286,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.38118625
309,50.75624082,448.15,20,0.101958625,0.5,5.756240822,45,3.333333333,18.74431818,929.856608,6.835030389,83.80360668,4.428476046,133.2910329,4.892534955,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.220812354
320,72.83286119,448.15,20,0.101958625,0.5,27.83286119,45,3.333333333,16.99431818,4496.088801,8.410963143,405.2113565,6.004408799,644.4954146,6.468467708,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.03302232
337,47.67254038,448.15,20,0.101958625,0.5,2.672540382,45,3.333333333,18.74431818,431.7191394,6.067775237,38.90881739,3.661220893,61.8851224,4.125279802,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
392,86.3215859,448.15,20,0.101958625,0.5,41.3215859,45,3.333333333,18.74431818,6675.042079,8.806130787,601.5901765,6.399576444,956.8392001,6.863635352,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.07462909
415,62.4743025,448.15,20,0.101958625,0.5,17.4743025,45,3.333333333,18.74431818,2822.778989,7.945477136,254.403806,5.538922792,404.6334926,6.002981701,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.91726083
428,105.6312604,448.15,20,0.101958625,0.5,60.63126036,45,3.333333333,20.10227273,9794.304971,9.18955637,882.7146835,6.783002027,1403.972413,7.247060936,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.94704045
514,87.06798867,448.15,20,0.101958625,0.5,42.06798867,45,3.333333333,16.99431818,6795.615135,8.82403285,612.4568594,6.417478506,974.1228404,6.881537415,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.10901855
565,75.50565913,448.15,20,0.101958625,0.5,30.50565913,45,3.333333333,16.59090909,4927.849547,8.502657975,444.1239237,6.096103631,706.3865011,6.56016254,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.37638062
567,77.18838527,448.15,20,0.101958625,0.5,32.18838527,45,3.333333333,16.99431818,5199.675217,8.556351444,468.6222939,6.149797101,745.3515673,6.613856009,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.26101102
576,65.72238605,448.15,20,0.101958625,0.5,20.72238605,45,3.333333333,16.59090909,3347.470719,8.11596033,301.6918061,5.709405987,479.8458447,6.173464895,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.41682471
581,80.81966032,448.15,20,0.101958625,0.5,35.81966032,45,3.333333333,17.38636364,5786.267266,8.663242676,521.489079,6.256688333,829.4370697,6.720747241,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,2.879853118,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75.67504057
587,74.70631424,448.15,20,0.101958625,0.5,29.70631424,45,3.333333333,18.74431818,4798.724281,8.476105387,432.4864702,6.069551043,687.8769374,6.533609952,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87.41016451
608,82.72393539,448.15,20,0.101958625,0.5,37.72393539,45,3.333333333,18.74431818,6093.881699,8.715040547,549.2129223,6.308486203,873.5323046,6.772545112,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67.38884191
609,71.67380644,448.15,20,0.101958625,0.5,26.67380644,45,3.333333333,20.10227273,4308.856412,8.368427814,388.3369811,5.961873471,617.6564394,6.42593238,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.29779961
623,104.901477,448.15,20,0.101958625,0.5,59.90147697,45,3.333333333,17.38636364,9676.41659,9.177446925,872.0899577,6.770892581,1387.073609,7.23495149,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,2.879853118,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23.92307108
653,62.16593245,448.15,20,0.101958625,0.5,17.16593245,45,3.333333333,18.74431818,2772.965242,7.927672511,249.9143271,5.521118167,397.4929015,5.985177076,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.41827459
693,49.56798867,448.15,20,0.101958625,0.5,4.567988669,45,3.333333333,16.99431818,737.907704,6.603818754,66.50415393,4.197264411,105.775965,4.66132332,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2751573
709,62.7330352,448.15,20,0.101958625,0.5,17.7330352,45,3.333333333,20.10227273,2864.574377,7.960175058,258.1706279,5.553620715,410.6246856,6.017679624,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.072235182
737,65.55800294,448.15,20,0.101958625,0.5,20.55800294,45,3.333333333,18.74431818,3320.916457,8.107996065,299.2985953,5.701441721,476.0394031,6.16550063,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35.15939578
796,65.24963289,448.15,20,0.101958625,0.5,20.24963289,45,3.333333333,18.74431818,3271.10271,8.092882427,294.8091163,5.686328084,468.898812,6.150386993,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.71979859
802,110.8640227,448.15,20,0.101958625,0.5,65.86402266,45,3.333333333,16.99431818,10639.59945,9.272338117,958.8971031,6.865783773,1525.141821,7.329842682,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.82756924
859,75.70113314,448.15,20,0.101958625,0.5,30.70113314,45,3.333333333,16.99431818,4959.426197,8.509045327,446.9697787,6.102490983,710.912881,6.566549892,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.39754101
932,67.41501416,448.15,20,0.101958625,0.5,22.41501416,45,3.333333333,16.99431818,3620.895943,8.194476772,326.3343367,5.787922429,519.0402003,6.251981337,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.20545308
944,90.74155653,448.15,20,0.101958625,0.5,45.74155653,45,3.333333333,18.74431818,7389.039117,8.907752981,665.9393745,6.501198637,1059.187672,6.965257546,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44.1934072
966,73.58629024,448.15,20,0.101958625,0.5,28.58629024,45,3.333333333,20.10227273,4617.796875,8.437673004,416.1803333,6.03111866,661.941755,6.495177569,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78.70550986
972,88.68837477,448.15,20,0.101958625,0.5,43.68837477,45,3.333333333,17.38636364,7057.370467,8.861827806,636.0476375,6.455273462,1011.644366,6.919332371,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,2.879853118,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57.47210617
985,71.51982379,448.15,20,0.101958625,0.5,26.51982379,45,3.333333333,18.74431818,4283.98223,8.362638284,386.0951879,5.95608394,614.0908299,6.420142849,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79.10864051
1003,61.35977337,448.15,20,0.101958625,0.5,16.35977337,45,3.333333333,16.99431818,2642.739219,7.879571241,238.1776676,5.473016897,378.825549,5.937075806,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.501048669
1009,60.93484419,448.15,20,0.101958625,0.5,15.93484419,45,3.333333333,16.99431818,2574.096642,7.853253933,231.9912346,5.446699589,368.9859244,5.910758498,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.912735951
1036,59.49339207,448.15,20,0.101958625,0.5,14.49339207,45,3.333333333,18.74431818,2341.246102,7.758438589,211.0055097,5.351884245,335.6077792,5.815943154,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.906599531
1067,68.53891336,448.15,20,0.101958625,0.5,23.53891336,45,3.333333333,18.74431818,3802.449344,8.243400702,342.6968916,5.836846358,545.0651165,6.300905267,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60.55229273
1075,70.601983,448.15,20,0.101958625,0.5,25.601983,45,3.333333333,16.99431818,4135.715271,8.327415572,372.7325836,5.920861229,592.8373852,6.384920137,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.33490992
1095,68.23054332,448.15,20,0.101958625,0.5,23.23054332,45,3.333333333,18.74431818,3752.635597,8.230213698,338.2074127,5.823659354,537.9245255,6.287718263,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41.01929508
1118,69.85835694,448.15,20,0.101958625,0.5,24.85835694,45,3.333333333,16.99431818,4015.590761,8.297939754,361.906326,5.89138541,575.618042,6.355444319,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.71776956
1232,66.6713881,448.15,20,0.101958625,0.5,21.6713881,45,3.333333333,16.99431818,3500.771433,8.160738633,315.5080791,5.754184289,501.8208572,6.218243198,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.12735951
1266,78.99433428,448.15,20,0.101958625,0.5,33.99433428,45,3.333333333,16.99431818,5491.406169,8.610939635,494.9146339,6.204385291,787.169972,6.6684442,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.19837994
1313,74.29515419,448.15,20,0.101958625,0.5,29.29515419,45,3.333333333,18.74431818,4732.305952,8.462167879,426.5004983,6.055613535,678.3561494,6.519672444,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.30610274
1424,81.61428512,448.15,20,0.101958625,0.5,36.61428512,45,3.333333333,20.10227273,5914.630054,8.685184231,533.0578138,6.278629887,847.8373354,6.742688796,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66.5610395
1448,107.3400772,448.15,20,0.101958625,0.5,62.34007718,45,3.333333333,16.59090909,10070.3453,9.217350275,907.5929013,6.810795931,1443.541633,7.27485484,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.20521133
1514,64.44050992,448.15,20,0.101958625,0.5,19.44050992,45,3.333333333,16.99431818,3140.397903,8.052104792,283.0293062,5.645550448,450.1628278,6.109609357,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.55241194
1543,72.67929575,448.15,20,0.101958625,0.5,27.67929575,45,3.333333333,17.38636364,4471.282015,8.405430451,402.9756374,5.998876107,640.9394661,6.462935016,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,2.879853118,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78.94202657
1563,65.79735585,448.15,20,0.101958625,0.5,20.79735585,45,3.333333333,20.10227273,3359.581255,8.119571619,302.7832718,5.713017275,481.5818391,6.177076184,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.28251552
1564,109.1643059,448.15,20,0.101958625,0.5,64.16430595,45,3.333333333,16.99431818,10365.02914,9.246192837,934.1513714,6.839638493,1485.783322,7.303697402,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.40251681
1607,63.90934844,448.15,20,0.101958625,0.5,18.90934844,45,3.333333333,16.99431818,3054.594682,8.024402189,275.2962651,5.617847845,437.8632969,6.081906754,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.375786502
1674,98.86196769,448.15,20,0.101958625,0.5,53.86196769,45,3.333333333,18.74431818,8700.801118,9.071170383,784.1623196,6.664616039,1247.223236,7.128674948,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.36954684
1676,94.33920705,448.15,20,0.101958625,0.5,49.33920705,45,3.333333333,18.74431818,7970.199497,8.983464803,718.3166287,6.576910459,1142.494567,7.040969368,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46.39086943
1722,89.56712083,448.15,20,0.101958625,0.5,44.56712083,45,3.333333333,20.10227273,7199.322106,8.881742149,648.8410718,6.475187805,1031.992536,6.939246714,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43.4398363
1753,97.70377955,448.15,20,0.101958625,0.5,52.70377955,45,3.333333333,20.10227273,8513.70872,9.049432934,767.300561,6.64287859,1220.404328,7.106937499,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24.98958325
1767,71.10866373,448.15,20,0.101958625,0.5,26.10866373,45,3.333333333,18.74431818,4217.563901,8.347012966,380.109216,5.940458622,604.5700419,6.404517531,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59.33148038
1794,47.23087819,448.15,20,0.101958625,0.5,2.230878187,45,3.333333333,16.99431818,360.3735299,5.887141076,32.47877285,3.480586733,51.65802941,3.944645642,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.400419468
1801,95.03541076,448.15,20,0.101958625,0.5,50.03541076,45,3.333333333,16.99431818,8082.663455,8.997476733,728.4524767,6.590922389,1158.615803,7.054981298,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.85639688
1821,102.8966006,448.15,20,0.101958625,0.5,57.89660057,45,3.333333333,16.99431818,9352.551132,9.143404433,842.9014858,6.73685009,1340.648859,7.200908999,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.79166846
1873,71.61894913,448.15,20,0.101958625,0.5,26.61894913,45,3.333333333,16.59090909,4299.994825,8.366369098,387.5383278,5.959814754,616.3861681,6.423873663,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.59353182
1883,101.1968839,448.15,20,0.101958625,0.5,56.19688385,45,3.333333333,16.99431818,9077.980824,9.113607071,818.1557541,6.707052727,1301.29036,7.171111636,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.21672089
1899,48.73204758,448.15,20,0.101958625,0.5,3.732047578,45,3.333333333,17.38636364,602.8707292,6.401702794,54.33390592,3.995148451,86.41898275,4.459207359,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,2.879853118,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.330730735
1900,96.75060281,448.15,20,0.101958625,0.5,51.75060281,45,3.333333333,17.38636364,8359.733631,9.031181843,753.4235097,6.6246275,1198.332647,7.088686408,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,2.879853118,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.29313044
1927,85.15580737,448.15,20,0.101958625,0.5,40.15580737,45,3.333333333,16.99431818,6486.723537,8.777512834,584.6179113,6.370958491,929.8445295,6.8350174,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.10901855
